# [검증 필요-가상코드] 모든 erp_code 는 실 ERP 코드가 아닌 PoC 가상 코드다. 운영 전환 전 ERP 마스터 추출로 교체 필수.
# [검증 필요] 세부항목 ERP 코드화 여부 미확정. erp_detail_codeable=N 이면 ERP 등록은 중공종 코드까지만 전송 + 세부는 detail_text 필드로.
jha_detail_item_id,erp_detail_code,detail_item_norm,jha_sub_type_id,erp_sub_code,sub_type_norm,jha_major_type_id,erp_major_code,row_count,erp_detail_codeable,map_status,note
DT0630,HBC-DT-0630,작업준비,SB107,HBC-SB-107,토류벽,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0631,HBC-DT-0631,토류판 운반 및 재단,SB107,HBC-SB-107,토류벽,MJ012,HBC-MJ-012,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0632,HBC-DT-0632,작업구간 굴착,SB107,HBC-SB-107,토류벽,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0633,HBC-DT-0633,토류판 설치,SB107,HBC-SB-107,토류벽,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0634,HBC-DT-0634,작업종료,SB107,HBC-SB-107,토류벽,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0635,HBC-DT-0635,장비반입,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0636,HBC-DT-0636,굴착,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0637,HBC-DT-0637,S/N 천공,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0638,HBC-DT-0638,네일삽입/그라우팅,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0639,HBC-DT-0639,숏크리트 타설,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0640,HBC-DT-0640,작업 종료,SB108,HBC-SB-108,SOIL NAIL,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0641,HBC-DT-0641,아리바 설치(믹서기),SB109,HBC-SB-109,숏크리트 타설,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0642,HBC-DT-0642,공기압축기,SB109,HBC-SB-109,숏크리트 타설,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0643,HBC-DT-0643,레미콘(덤프) 백호 셋팅,SB109,HBC-SB-109,숏크리트 타설,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0644,HBC-DT-0644,타설,SB109,HBC-SB-109,숏크리트 타설,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0645,HBC-DT-0645,S/C 리바운드 처리,SB109,HBC-SB-109,숏크리트 타설,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0646,HBC-DT-0646,자재 반입,SB110,HBC-SB-110,SHEET PILE,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0647,HBC-DT-0647,장비반입 및 조립,SB110,HBC-SB-110,SHEET PILE,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0648,HBC-DT-0648,파일항타,SB110,HBC-SB-110,SHEET PILE,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0649,HBC-DT-0649,두부정리,SB110,HBC-SB-110,SHEET PILE,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0650,HBC-DT-0650,천공,SB111,HBC-SB-111,어스 앵커,MJ012,HBC-MJ-012,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0651,HBC-DT-0651,앙카체 제작 및 설치,SB111,HBC-SB-111,어스 앵커,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0652,HBC-DT-0652,플랜트 설치 및 주입액 주입,SB111,HBC-SB-111,어스 앵커,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0653,HBC-DT-0653,브라켓 설치 및 인장,SB111,HBC-SB-111,어스 앵커,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0654,HBC-DT-0654,앵커 해체,SB111,HBC-SB-111,어스 앵커,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0655,HBC-DT-0655,녹생토 운반,SB112,HBC-SB-112,사면 보호공,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0656,HBC-DT-0656,앙카 및 능형막 설치,SB112,HBC-SB-112,사면 보호공,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0657,HBC-DT-0657,녹생토 배합,SB112,HBC-SB-112,사면 보호공,MJ012,HBC-MJ-012,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0658,HBC-DT-0658,녹생토 취부,SB112,HBC-SB-112,사면 보호공,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0659,HBC-DT-0659,작업준비,SB113,HBC-SB-113,지반개량(고화),MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0660,HBC-DT-0660,고화제 혼합,SB113,HBC-SB-113,지반개량(고화),MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0661,HBC-DT-0661,고화 다짐,SB113,HBC-SB-113,지반개량(고화),MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0662,HBC-DT-0662,마감,SB113,HBC-SB-113,지반개량(고화),MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0663,HBC-DT-0663,자재반입 및 준비작업,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,12,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0664,HBC-DT-0664,기초작업,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0665,HBC-DT-0665,지주 및 앵커볼트 설치작업,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0666,HBC-DT-0666,와이어로프/조립구 체결,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,9,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0667,HBC-DT-0667,철망 조립작업,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0668,HBC-DT-0668,완료 및 유지보수 작업,SB114,HBC-SB-114,낙석방지망,MJ012,HBC-MJ-012,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0669,HBC-DT-0669,크라샤 설비 자재 반입,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,9,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0670,HBC-DT-0670,크라샤 설비 설치,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,11,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0671,HBC-DT-0671,크라샤 운영 / 암버럭 반입,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,9,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0672,HBC-DT-0672,쇄석작업,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,11,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0673,HBC-DT-0673,골재 야적 / 반출,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,12,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0674,HBC-DT-0674,크라샤 정비 / 해체 반출,SB115,HBC-SB-115,크라샤,MJ012,HBC-MJ-012,13,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0675,HBC-DT-0675,지장물 조사,SB116,HBC-SB-116,진입도로,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0676,HBC-DT-0676,건설기계 사전점검,SB116,HBC-SB-116,진입도로,MJ012,HBC-MJ-012,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0677,HBC-DT-0677,터파기 및 상차 작업,SB116,HBC-SB-116,진입도로,MJ012,HBC-MJ-012,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0678,HBC-DT-0678,운반작업,SB116,HBC-SB-116,진입도로,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0679,HBC-DT-0679,작업구간 통제,SB116,HBC-SB-116,진입도로,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0680,HBC-DT-0680,보호천막 지재 준비,SB117,HBC-SB-117,사면 보호천막 설치,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0681,HBC-DT-0681,보호천막 설치 및 해체,SB117,HBC-SB-117,사면 보호천막 설치,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0682,HBC-DT-0682,보호천막 유지관리,SB117,HBC-SB-117,사면 보호천막 설치,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0683,HBC-DT-0683,측량 및 작업준비,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0684,HBC-DT-0684,Out Casing 굴착 및 설치,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0685,HBC-DT-0685,In Casing 설치 및 천공,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,10,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0686,HBC-DT-0686,콘크리트 타설,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0687,HBC-DT-0687,철골 근입 작업,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0688,HBC-DT-0688,In Casing 인발,SB118,HBC-SB-118,P.R.D,MJ012,HBC-MJ-012,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0689,HBC-DT-0689,사전조사,SB119,HBC-SB-119,관로터파기,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0690,HBC-DT-0690,터파기,SB119,HBC-SB-119,관로터파기,MJ013,HBC-MJ-013,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0691,HBC-DT-0691,관로배관작업,SB119,HBC-SB-119,관로터파기,MJ013,HBC-MJ-013,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0692,HBC-DT-0692,되메우기 작업,SB119,HBC-SB-119,관로터파기,MJ013,HBC-MJ-013,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0693,HBC-DT-0693,위험경고 테이프 작업,SB119,HBC-SB-119,관로터파기,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0694,HBC-DT-0694,근로자 교육,SB120,HBC-SB-120,맹암거,MJ013,HBC-MJ-013,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0695,HBC-DT-0695,터파기,SB120,HBC-SB-120,맹암거,MJ013,HBC-MJ-013,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0696,HBC-DT-0696,관부설 및 골재포설,SB120,HBC-SB-120,맹암거,MJ013,HBC-MJ-013,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0697,HBC-DT-0697,부직포 정리 및 성토,SB120,HBC-SB-120,맹암거,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0698,HBC-DT-0698,터파기,SB121,HBC-SB-121,배수관,MJ013,HBC-MJ-013,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0699,HBC-DT-0699,모래 부설 및 정리,SB121,HBC-SB-121,배수관,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0700,HBC-DT-0700,관부설 및 되메우기,SB121,HBC-SB-121,배수관,MJ013,HBC-MJ-013,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0701,HBC-DT-0701,맨홀 철근/거푸집 조립 및 Con'c 타설,SB121,HBC-SB-121,배수관,MJ013,HBC-MJ-013,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0702,HBC-DT-0702,지반다짐,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0703,HBC-DT-0703,흄관 기초 거푸집 조립 및 콘크리트 타설,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0704,HBC-DT-0704,콘크리트 흄관 설치 및 보호공 거푸집 설치,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0705,HBC-DT-0705,콘크리트 맨홀 철근 조립 및 거푸집 조립,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0706,HBC-DT-0706,맨홀 콘크리트 타설,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0707,HBC-DT-0707,맨홀 거푸집 탈형 및 가시설 해체,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0708,HBC-DT-0708,맨홀 및 흄관 되메우기,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0709,HBC-DT-0709,맨홀 그레이팅 설치,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0710,HBC-DT-0710,기타 정리정돈,SB122,HBC-SB-122,맨홀,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0711,HBC-DT-0711,근로자 교육,SB123,HBC-SB-123,P.C BOX설치,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0712,HBC-DT-0712,터파기,SB123,HBC-SB-123,P.C BOX설치,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0713,HBC-DT-0713,기초,SB123,HBC-SB-123,P.C BOX설치,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0714,HBC-DT-0714,설치,SB123,HBC-SB-123,P.C BOX설치,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0715,HBC-DT-0715,되메우기,SB123,HBC-SB-123,P.C BOX설치,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0716,HBC-DT-0716,작업구역 설정,SB124,HBC-SB-124,차선 도색,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0717,HBC-DT-0717,라인측량 및 공도구 점검,SB124,HBC-SB-124,차선 도색,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0718,HBC-DT-0718,페인트 융해,SB124,HBC-SB-124,차선 도색,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0719,HBC-DT-0719,라인마킹,SB124,HBC-SB-124,차선 도색,MJ013,HBC-MJ-013,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0720,HBC-DT-0720,현장정리정돈,SB124,HBC-SB-124,차선 도색,MJ013,HBC-MJ-013,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0721,HBC-DT-0721,작업 준비 및 자재 반입,SB125,HBC-SB-125,경계석,MJ013,HBC-MJ-013,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0722,HBC-DT-0722,콘크리트 포설,SB125,HBC-SB-125,경계석,MJ013,HBC-MJ-013,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0723,HBC-DT-0723,경계석 시공,SB125,HBC-SB-125,경계석,MJ013,HBC-MJ-013,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0724,HBC-DT-0724,"자재, 장비 반입",SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0725,HBC-DT-0725,드레인보드 설치 및 자갈포설,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0726,HBC-DT-0726,성토 및 다짐,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0727,HBC-DT-0727,수목 반입,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0728,HBC-DT-0728,수목 하역(크레인),SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0729,HBC-DT-0729,수목 식재,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0730,HBC-DT-0730,수목 전지,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0731,HBC-DT-0731,지주목 설치,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0732,HBC-DT-0732,관수 설치,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0733,HBC-DT-0733,정리정돈,SB126,HBC-SB-126,"조경토 부설, 수목 식재",MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0734,HBC-DT-0734,작업준비,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0735,HBC-DT-0735,산석반입,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0736,HBC-DT-0736,산석하차,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0737,HBC-DT-0737,기초타설,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0738,HBC-DT-0738,1단 산석 쌓기,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0739,HBC-DT-0739,배면 콘크리트 타설,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0740,HBC-DT-0740,2단 산석 쌓기,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0741,HBC-DT-0741,작업종료 및 정리정돈,SB127,HBC-SB-127,산석,MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0742,HBC-DT-0742,자재반입,SB128,HBC-SB-128,트렐리스,MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0743,HBC-DT-0743,앙카시공,SB128,HBC-SB-128,트렐리스,MJ014,HBC-MJ-014,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0744,HBC-DT-0744,트랠리스 설치,SB128,HBC-SB-128,트렐리스,MJ014,HBC-MJ-014,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0745,HBC-DT-0745,작업종료,SB128,HBC-SB-128,트렐리스,MJ014,HBC-MJ-014,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0746,HBC-DT-0746,자재반입,SB129,HBC-SB-129,놀이 시설물,MJ014,HBC-MJ-014,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
